7317;73;Kabupaten Luwu;1
7318;73;Kabupaten Tana Toraja;1
7322;73;Kabupaten Luwu Utara;1
7324;73;Kabupaten Luwu Timur;1
7326;73;Kabupaten Toraja Utara;1
7371;73;Kota Makassar;1
7372;73;Kota Parepare;1
7373;73;Kota Palopo;1
7401;74;Kabupaten Kolaka;1
7402;74;Kabupaten Konawe;1
7403;74;Kabupaten Muna;1
7404;74;Kabupaten Buton;1
7405;74;Kabupaten Konawe Selatan;1
7406;74;Kabupaten Bombana;1
7407;74;Kabupaten Wakatobi;1
7408;74;Kabupaten Kolaka Utara;1
7409;74;Kabupaten Konawe Utara;1
7410;74;Kabupaten Buton Utara;1
7411;74;Kabupaten Kolaka Timur;1
7412;74;Kabupaten Konawe Kepulauan;1
7413;74;Kabupaten Muna Barat;1
7414;74;Kabupaten Buton Tengah;1
7415;74;Kabupaten Buton Selatan;1
7471;74;Kota Kendari;1
7472;74;Kota Bau Bau;1
7501;75;Kabupaten Gorontalo;1
7502;75;Kabupaten Boalemo;1
7503;75;Kabupaten Bone Bolango;1
7504;75;Kabupaten Pohuwato;1
7505;75;Kabupaten Gorontalo Utara;1
7571;75;Kota Gorontalo;1
7601;76;Kabupaten Pasangkayu;1
7602;76;Kabupaten Mamuju;1
7603;76;Kabupaten Mamasa;1
7604;76;Kabupaten Polewali Mandar;1
7605;76;Kabupaten Majene;1
7606;76;Kabupaten Mamuju Tengah;1
8101;81;Kabupaten Maluku Tengah;1
8102;81;Kabupaten Maluku Tenggara;1
8103;81;Kabupaten Kepulauan Tanimbar;1
8104;81;Kabupaten Buru;1
8105;81;Kabupaten Seram Bagian Timur;1
8106;81;Kabupaten Seram Bagian Barat;1
8107;81;Kabupaten Kepulauan Aru;1
8108;81;Kabupaten Maluku Barat Daya;1
8109;81;Kabupaten Buru Selatan;1
8171;81;Kota Ambon;1
8172;81;Kota Tual;1
8201;82;Kabupaten Halmahera Barat;1
8202;82;Kabupaten Halmahera Tengah;1
8203;82;Kabupaten Halmahera Utara;1
8204;82;Kabupaten Halmahera Selatan;1
8205;82;Kabupaten Kepulauan Sula;1
8206;82;Kabupaten Halmahera Timur;1
8207;82;Kabupaten Pulau Morotai;1
8208;82;Kabupaten Pulau Taliabu;1
8271;82;Kota Ternate;1
8272;82;Kota Tidore Kepulauan;1
9103;91;Kabupaten Jayapura;1
9105;91;Kabupaten Kepulauan Yapen;1
9106;91;Kabupaten Biak Numfor;1
9110;91;Kabupaten Sarmi;1
9111;91;Kabupaten Keerom;1
9115;91;Kabupaten Waropen;1
9119;91;Kabupaten Supiori;1
9120;91;Kabupaten Mamberamo Raya;1
9171;91;Kota Jayapura;1
9202;92;Kabupaten Manokwari;1
9203;92;Kabupaten Fak Fak;1
9206;92;Kabupaten Teluk Bintuni;1
9207;92;Kabupaten Teluk Wondama;1
9208;92;Kabupaten Kaimana;1
9211;92;Kabupaten Manokwari Selatan;1
9212;92;Kabupaten Pegunungan Arfak;1
9301;93;Kabupaten Merauke;1
9302;93;Kabupaten Boven Digoel;1
9303;93;Kabupaten Mappi;1
9304;93;Kabupaten Asmat;1
9401;94;Kabupaten Nabire;1
9402;94;Kabupaten Puncak Jaya;1
9403;94;Kabupaten Paniai;1
9404;94;Kabupaten Mimika;1
9405;94;Kabupaten Puncak;1
9406;94;Kabupaten Dogiyai;1
9407;94;Kabupaten Intan Jaya;1
9408;94;Kabupaten Deiyai;1
9501;95;Kabupaten Jayawijaya;1
9502;95;Kab Pegunungan Bintang;1
9503;95;Kabupaten Yahukimo;1
9504;95;Kabupaten Tolikara;1
9505;95;Kabupaten Mamberamo Tengah;1
9506;95;Kabupaten Yalimo;1
9507;95;Kabupaten Lanny Jaya;1
9508;95;Kabupaten Nduga;1
9601;96;Kabupaten Sorong;1
9602;96;Kabupaten Sorong Selatan;1
9603;96;Kabupaten Raja Ampat;1
9604;96;Kabupaten Tambrauw;1
9605;96;Kabupaten Maybrat;1
9671;96;Kota Sorong;1
